"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1994",13783.775,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1993",18566.963,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1993",13813.06,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1992",18849.683,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1992",14011.804,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1991",19134.079,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1991",14294.292,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1990",15237.354,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1990",10576.698,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1989",14726.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1989",9608.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1988",14499.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1988",9398.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1987",14226.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1987",9239,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1986",14164.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1986",9161.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1985",13980.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1985",9032.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1984",13977.798,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1984",8748.799,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1983",13969.599,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1983",8704.399,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2023",12307.359,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2023",12574.583,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2022",12175.753,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2022",12484.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2021",12037.624,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2021",12340.151,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2020",11758.638,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2020",11886.87,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2019",11833.209,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2019",12015.267,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2018",11910.131,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2018",11960.832,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2017",11874.022,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2017",11818.274,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2016",11701.559,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2016",11740.677,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2015",11643.337,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2015",11716.92,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2014",11636.257,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2014",11675.982,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2013",11480.56,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2013",11396.848,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2012",11466.591,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2012",11348.267,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2011",11456.463,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2011",11263.18,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2010",11461.787,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2010",11267.972,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2009",11533.579,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2009",11280.375,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2008",11822.003,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2008",11314.883,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2007",11598.453,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2007",11138.45,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2006",11429.935,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2006",10825.121,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2005",11482.207,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2005",10748.275,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2004",11418.438,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2004",10442.775,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2003",11340.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2003",10442.297,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2002",11323.35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2002",9988.843,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2001",11305.055,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2001",9792.025,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2000",10947.275,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2000",9536.424,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1999",10567.724,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1999",9197.314,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1998",10424.733,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1998",9045.418,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1997",10276.599,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1997",8836.94,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1996",10284.739,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1996",8827.64,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1995",10232.862,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1995",8683.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1994",10026.669,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1994",8509.233,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1993",10208.137,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1993",8525.297,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1992",10296.24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1992",8341.787,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1991",10373.872,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1991",8318.075,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1990",10329.243,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1990",8109.429,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1989",10362.499,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1989",8021.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1988",10159.677,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1988",7867.517,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1987",10164.215,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1987",7739.136,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1986",10166.451,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1986",7769.934,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1985",10179.335,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1985",7533.19,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1984",10197.723,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1984",7423.778,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","1983",10369.438,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","1983",7336.878,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2023",14356.276,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2023",14222.033,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2022",14334.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2022",14018.766,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2021",13976.309,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2021",13816.521,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2020",13985.048,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2020",13888.064,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2019",13883.107,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2019",13820.107,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2018",13946.141,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2018",13566.095,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2017",13706.039,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2017",13384.004,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2016",13565.725,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2016",13244.228,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2015",13439.631,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2015",13057.776,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2014",13128.063,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2014",12847.531,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2013",12904.703,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2013",12655.095,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2012",12767.388,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2012",12457.912,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2011",12729.022,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2011",12417.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2010",12671.926,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2010",12383.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2009",12699.188,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2009",12428.309,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2008",13079.518,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2008",12537.096,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2007",13017.821,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2007",12383.533,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2006",12906.025,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2006",12345,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2005",12813.564,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2005",12249.878,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2004",12565.403,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2004",11983.855,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2003",12576.569,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2003",11837.347,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2002",12484.036,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2002",11796.685,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Male","Age (Aggregate bands): Total","2001",12475.783,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - EU Labour Force Survey","Employees by sex and age (thousands)","Sex: Female","Age (Aggregate bands): Total","2001",11656.602,,,,"Repository: ILO-STATISTICS - Micro data processing"
