"Location","Time","TPopulation1July","Deaths","LEx","LE15","LE65","LE80","Q0040","Q0060","Q1550","Q1560","Gender"
"Canada",2009,17067.13,120.23,83.2267,68.737,21.5055,10.1817,16.1598,60.6638,23.3042,54.7729,"Female"
"Canada",2010,17253.887,121.704,83.4497,68.9489,21.6098,10.2676,15.5208,58.4356,21.8478,52.6721,"Female"
"Canada",2011,17431.944,123.684,83.5825,69.0678,21.7123,10.335,15.3638,58.2949,21.7598,52.6911,"Female"
"Canada",2012,17610.587,124.588,83.74,69.2425,21.9142,10.4639,15.7472,58.2379,21.9554,52.4542,"Female"
"Canada",2013,17790.847,127.926,83.7818,69.3075,21.9046,10.4841,15.7274,57.0693,21.251,51.0034,"Female"
"Canada",2014,17959.416,130.496,83.8722,69.3531,22.0013,10.5281,15.8073,56.9477,21.6522,51.4019,"Female"
"Canada",2015,18124.573,133.381,83.8951,69.3754,22.0087,10.5678,15.6595,56.2967,21.0943,50.7566,"Female"
"Canada",2016,18320.689,133.648,84.0401,69.5407,22.2078,10.7947,16.279,57.3714,22.151,51.6105,"Female"
"Canada",2017,18544.907,138.637,84.0344,69.4995,22.1735,10.7035,16.3682,56.8441,22.4443,51.4967,"Female"
"Canada",2018,18780.076,142.486,84.0046,69.5005,22.1564,10.644,17.4095,56.749,22.7766,51.0508,"Female"
"Canada",2019,19016.711,141.333,84.3642,69.8087,22.4021,10.8372,16.0149,54.8527,22.0434,49.7499,"Female"
"Canada",2020,19207.453,150.989,83.9092,69.3569,22.1526,10.6078,17.9117,58.983,24.8754,53.8461,"Female"
"Canada",2021,19348.679,147.43,84.3678,69.8117,22.5077,10.9292,16.0221,56.6408,22.5632,51.5533,"Female"
"Canada",2022,19538.904,153.889,84.1159,69.5415,22.4461,10.9431,15.9636,60.4267,23.694,55.5584,"Female"
"Canada",2023,19783.529,149.585,84.8303,70.2532,22.8073,11.0808,15.2514,53.3616,21.3436,48.5313,"Female"
"United States of America",1950,77618.596,639.09,71.0125,58.6819,15.1068,6.8811,70.1396,190.7454,75.6829,159.5862,"Female"
"United States of America",1951,78846.402,647.685,71.2183,58.8735,15.1986,6.8937,68.5436,188.2207,73.1375,157.2466,"Female"
"United States of America",1952,80098.981,649.891,71.496,59.1711,15.3696,7.0308,67.7893,184.4864,71.1519,153.2339,"Female"
"United States of America",1953,81389.092,652.566,71.9145,59.4383,15.4204,7.0059,63.1455,177.7889,67.3824,148.2658,"Female"
"United States of America",1954,82729.698,633.887,72.6949,60.1064,15.8302,7.2786,59.0976,167.8117,63.1294,139.5938,"Female"
"United States of America",1955,84128.455,649.344,72.8043,60.1475,15.7314,7.1369,57.7699,163.9496,61.6479,136.4562,"Female"
"United States of America",1956,85569.73,661.035,72.9485,60.2492,15.7928,7.1408,56.6551,162.3492,60.9533,135.3588,"Female"
"United States of America",1957,87040.602,687.649,72.7464,60.0678,15.6982,7.0571,57.9912,164.7476,62.0795,137.5004,"Female"
"United States of America",1958,88533.83,691.993,72.9998,60.3265,15.8018,7.0693,56.4624,160.5259,59.6659,133.1944,"Female"
"United States of America",1959,90112.473,690.789,73.3103,60.5755,15.9813,7.156,55.349,157.3303,58.678,130.7292,"Female"
"United States of America",1960,91773.348,714.539,73.305,60.5353,15.9811,7.1225,54.8737,156.8473,59.3556,130.6335,"Female"
"United States of America",1961,93485.742,715.129,73.7086,60.8615,16.2037,7.244,53.1918,151.9105,57.821,126.6077,"Female"
"United States of America",1962,95216.68,746.541,73.59,60.7195,16.1253,7.1611,53.5454,153.6504,59.0074,128.6316,"Female"
"United States of America",1963,96886.355,775.272,73.5021,60.6283,16.0911,7.1163,53.8774,155.2745,59.7599,130.3031,"Female"
"United States of America",1964,98505.268,774.9,73.8113,60.9224,16.383,7.3181,53.6231,153.8299,59.4684,129.1108,"Female"
"United States of America",1965,100047.886,790.858,73.9363,60.9897,16.4207,7.3359,52.6002,152.6441,59.5907,128.6055,"Female"
"United States of America",1966,101483.791,813.184,73.9665,60.9798,16.3905,7.3358,52.2101,152.3207,59.7881,128.7362,"Female"
"United States of America",1967,102830.897,812.537,74.3315,61.2538,16.6331,7.5049,50.6663,149.9715,58.9792,127.4981,"Female"
"United States of America",1968,104114.463,854.134,74.0829,60.9863,16.4705,7.3918,51.0874,153.1054,60.587,130.8508,"Female"
"United States of America",1969,105382.7,854.936,74.3968,61.2627,16.6902,7.5356,50.6674,150.6437,60.0232,128.8407,"Female"
"United States of America",1970,106756.446,858.528,74.6464,61.467,16.9036,7.7643,49.5696,149.67,59.3179,128.4573,"Female"
"United States of America",1971,108144.917,868.271,74.9738,61.6555,17.0275,7.7798,47.3376,145.5567,58.3014,125.9174,"Female"
"United States of America",1972,109370.02,883.387,75.1075,61.7121,17.0085,7.8054,45.8235,143.0512,57.4535,124.2726,"Female"
"United States of America",1973,110471.117,891.279,75.3225,61.891,17.1486,7.818,44.8166,141.2799,56.2746,122.9405,"Female"
"United States of America",1974,111523.495,876.794,75.8454,62.3685,17.4581,8.0103,42.4486,134.9658,53.1836,117.168,"Female"
"United States of America",1975,112567.844,854.277,76.4552,62.9136,17.8822,8.3476,40.3767,129.9153,50.6522,112.9202,"Female"
"United States of America",1976,113604.824,868.544,76.6751,63.0815,17.9564,8.3239,38.7976,126.4768,48.7706,110.0681,"Female"
"United States of America",1977,114665.108,862.529,77.0859,63.4132,18.2433,8.5633,37.4611,123.1077,47.7808,107.6263,"Female"
"United States of America",1978,115746.57,879.895,77.2238,63.5215,18.2942,8.5645,36.7615,121.0476,46.9806,105.9023,"Female"
"United States of America",1979,116846.523,874.607,77.661,63.909,18.5495,8.7566,35.4455,116.6371,44.8052,102.0853,"Female"
"United States of America",1980,117990.314,920.745,77.473,63.6862,18.3117,8.5711,34.8693,116.7544,44.6428,102.5701,"Female"
"United States of America",1981,119124.402,920.63,77.798,63.9465,18.5219,8.7212,33.4262,114.3008,43.3905,100.8903,"Female"
"United States of America",1982,120242.362,925.537,78.0753,64.1917,18.6547,8.8763,31.988,110.6203,41.437,97.5755,"Female"
"United States of America",1983,121358.27,955.549,78.0839,64.1524,18.5816,8.7974,30.9835,109.5638,40.4588,97.07,"Female"
"United States of America",1984,122448.901,971.847,78.1677,64.2228,18.6253,8.8523,30.8972,108.4598,40.3628,96.1124,"Female"
"United States of America",1985,123525.348,999.127,78.1734,64.1987,18.5773,8.7847,30.395,107.5518,39.8925,95.5427,"Female"
"United States of America",1986,124573.375,1011.417,78.2648,64.2658,18.6399,8.8589,30.591,106.3213,40.1805,94.5925,"Female"
"United States of America",1987,125600.142,1026.34,78.3542,64.3432,18.703,8.8836,30.7272,105.8479,40.0269,94.2756,"Female"
"United States of America",1988,126636.654,1054.3,78.3013,64.3028,18.6605,8.8029,31.0081,106.1428,40.0653,94.4024,"Female"
"United States of America",1989,127700.602,1046.66,78.5622,64.5736,18.8735,8.9941,30.9396,104.299,39.4219,92.4623,"Female"
"United States of America",1990,128918.796,1045.399,78.8429,64.7811,19.0376,9.1198,29.693,101.8453,38.8166,90.8727,"Female"
"United States of America",1991,130322.877,1058.927,78.966,64.868,19.1175,9.1726,29.3465,101.201,38.9415,90.6636,"Female"
"United States of America",1992,131782.416,1062.884,79.1797,65.0421,19.228,9.2729,28.4743,99.061,38.2589,88.9889,"Female"
"United States of America",1993,133182.168,1115.405,78.9317,64.7896,19.0057,9.0498,28.9902,100.1336,39.2298,90.0723,"Female"
"United States of America",1994,134490.589,1124.036,79.0535,64.8815,19.0836,9.0902,28.7582,99.2432,39.4796,89.5444,"Female"
"United States of America",1995,135742.38,1145.308,79.085,64.876,19.0733,9.0541,28.3329,98.6145,39.47,89.335,"Female"
"United States of America",1996,136950.491,1156.45,79.2216,64.9915,19.1014,9.0554,27.2838,96.1511,38.3166,87.1102,"Female"
"United States of America",1997,138127.692,1166.243,79.3778,65.1247,19.154,9.0553,26.1946,94.1702,37.1426,85.4015,"Female"
"United States of America",1998,139314.641,1184.348,79.4315,65.1817,19.1201,9.0051,25.8334,92.347,36.5262,83.543,"Female"
"United States of America",1999,140498.428,1220.114,79.3461,65.0758,19.0052,8.87,25.5422,92.3933,36.8056,83.8179,"Female"
"United States of America",2000,141690.786,1228.609,79.4261,65.1371,19.0497,8.8756,25.1237,91.722,36.8538,83.3689,"Female"
"United States of America",2001,142977.805,1232.881,79.5161,65.2053,19.1459,8.9106,25.1931,92.2226,37.7587,84.1385,"Female"
"United States of America",2002,144321.174,1245.125,79.5812,65.2712,19.1963,8.9047,25.1049,91.8135,38.0665,83.7263,"Female"
"United States of America",2003,145673.986,1246.779,79.7021,65.3819,19.3184,8.9744,25.0274,91.5324,38.0762,83.5796,"Female"
"United States of America",2004,147055.59,1219.272,80.0572,65.743,19.61,9.1885,24.5787,89.4768,37.3545,81.4694,"Female"
"United States of America",2005,148465.446,1243.807,80.0674,65.7508,19.6112,9.1371,24.5979,89.5129,37.5181,81.5429,"Female"
"United States of America",2006,149918.725,1229.256,80.326,66.0086,19.8563,9.3131,24.5783,88.8571,37.3256,80.9274,"Female"
"United States of America",2007,151426.29,1224.614,80.555,66.2425,20.0246,9.4254,24.3441,87.4254,36.4877,79.4464,"Female"
"United States of America",2008,152941.7,1251.957,80.5861,66.2451,19.9882,9.3781,23.4178,86.3397,35.9769,78.6913,"Female"
"United States of America",2009,154424.57,1226.918,80.9047,66.5444,20.3132,9.6362,23.3896,86.4412,36.1118,79.0413,"Female"
"United States of America",2010,155905.644,1243.801,81.0658,66.6745,20.3474,9.6189,22.5602,84.2196,34.7421,77.1791,"Female"
"United States of America",2011,157318.464,1270.412,81.0652,66.6658,20.3614,9.5883,22.629,84.8699,35.0703,77.9263,"Female"
"United States of America",2012,158649.476,1269.918,81.1808,66.7736,20.4641,9.6551,22.4533,84.5315,34.607,77.6865,"Female"
"United States of America",2013,159979.617,1283.164,81.1938,66.7791,20.4852,9.6781,22.4342,84.8522,34.636,78.0922,"Female"
"United States of America",2014,161321.12,1283.385,81.2707,66.8459,20.6262,9.8027,22.6591,85.9955,35.1764,79.3728,"Female"
"United States of America",2015,162671.094,1315.915,81.1452,66.73,20.5588,9.733,23.626,87.1554,36.0347,80.4125,"Female"
"United States of America",2016,164043.184,1314.52,81.1928,66.7822,20.7237,9.883,25.0116,88.8884,37.5566,82.103,"Female"
"United States of America",2017,165406.601,1339.249,81.1834,66.7536,20.7008,9.8564,25.0609,88.5881,37.7972,82.0204,"Female"
"United States of America",2018,166697.774,1341.771,81.3472,66.9029,20.8021,9.9235,24.6618,86.9924,37.1908,80.5872,"Female"
"United States of America",2019,167942.756,1346.576,81.4688,67.0266,20.9061,9.9973,24.5837,85.9052,37.0175,79.4833,"Female"
"United States of America",2020,168726.055,1582.888,79.8738,65.3975,19.7468,9.1864,27.6618,98.3707,43.993,92.2989,"Female"
"United States of America",2021,169124.634,1613.575,79.365,64.9291,19.7985,9.4321,31.1257,110.2908,50.7281,103.7897,"Female"
"United States of America",2022,169861.303,1478.203,80.7916,66.3371,20.6575,9.8757,26.601,96.4978,41.359,90.2404,"Female"
"United States of America",2023,170888.626,1398.296,81.8486,67.3807,21.2186,10.1698,23.8484,84.375,36.134,78.271,"Female"
"Japan",1950,41775.38,478.98,57.566,49.282,10.9429,4.6876,211.6281,391.5322,187.4524,317.7616,"Male"
"Japan",1951,42501.024,443.956,59.3036,50.8135,11.2317,4.9157,185.254,358.3764,159.1572,285.3446,"Male"
"Japan",1952,43161.159,407.051,61.2588,51.9187,11.4652,5.0426,158.1223,327.5481,139.1805,263.1893,"Male"
"Japan",1953,43772.234,412.201,61.5387,51.9479,11.0685,4.6011,149.6098,317.9922,130.6334,255.9925,"Male"
"Japan",1954,44327.014,391.534,62.4646,52.4767,11.6848,5.1106,143.7759,309.1323,130.1986,251.8141,"Male"
"Japan",1955,44844.459,376.435,63.6139,53.0928,11.801,5.196,129.1998,288.3192,120.1468,236.5007,"Male"
"Japan",1956,45310.38,392.752,63.4297,52.8569,11.4305,4.8166,126.2571,289.2842,117.318,238.0722,"Male"
"Japan",1957,45700.147,408.927,63.2659,52.5297,11.0481,4.574,123.1797,290.4803,116.5762,241.1141,"Male"
"Japan",1958,46072.513,375.471,64.7546,53.6735,11.8864,5.1066,113.5028,269.9631,108.8658,224.388,"Male"
"Japan",1959,46462.862,378.334,65.1156,53.8703,11.8683,5.0209,109.0537,263.3732,104.8824,219.5174,"Male"
"Japan",1960,46852.994,389.203,65.3016,53.7369,11.595,4.8128,103.1012,257.6875,102.7585,217.3994,"Male"
"Japan",1961,47274.622,383.074,65.9089,54.1286,11.7939,4.8377,97.5417,248.8992,99.2794,211.0423,"Male"
"Japan",1962,47727.438,392.035,66.2038,54.1313,11.5497,4.6379,90.2758,241.2602,95.606,206.6752,"Male"
"Japan",1963,48197.205,371.793,67.2004,54.8465,12.1203,5.0806,83.7427,229.149,91.9993,197.8359,"Male"
"Japan",1964,48698.364,374.076,67.628,55.049,12.1741,5.0825,79.0527,222.1056,89.0981,193.3473,"Male"
"Japan",1965,49237.465,389.99,67.6786,54.9475,11.8913,4.8146,74.8606,217.2037,87.0007,190.0898,"Male"
"Japan",1966,49765.086,372.148,68.4478,55.4947,12.3951,5.2089,71.3843,209.1065,85.31,184.6206,"Male"
"Japan",1967,50351.643,378.639,68.7919,55.7917,12.4932,5.1858,68.9283,203.0159,82.3141,179.057,"Male"
"Japan",1968,51025.479,384.85,69.0445,55.9181,12.5003,5.1367,65.5066,198.7019,80.201,176.228,"Male"
"Japan",1969,51692.389,391.691,69.2103,55.9748,12.5523,5.2466,64.9092,195.9011,81.0468,174.6613,"Male"
"Japan",1970,52353.779,401.485,69.3184,56.0176,12.5254,5.2598,63.3922,193.4763,80.3849,172.9841,"Male"
"Japan",1971,53041.035,386.348,70.1295,56.7289,13.0384,5.4743,60.1466,183.4543,77.096,164.1792,"Male"
"Japan",1972,53768.448,386.554,70.5269,57.0727,13.2803,5.5841,57.9455,178.894,75.8677,160.2331,"Male"
"Japan",1973,54509.27,393.99,70.7581,57.2551,13.2817,5.4705,55.5927,173.9158,73.4526,155.8043,"Male"
"Japan",1974,55233.781,391.332,71.2508,57.6318,13.4579,5.5474,51.3977,166.7374,70.2598,150.0271,"Male"
"Japan",1975,55900.615,386.245,71.7449,58.0345,13.7179,5.6659,48.4335,161.6138,67.9605,145.9971,"Male"
"Japan",1976,56498.034,386.269,72.1288,58.3376,13.887,5.6954,45.6459,156.4543,65.7115,141.8108,"Male"
"Japan",1977,57042.192,379.374,72.6677,58.8249,14.2718,5.998,43.5378,151.3807,63.7568,137.3969,"Male"
"Japan",1978,57551.277,382.645,72.9648,59.0766,14.4155,6.06,42.1348,147.9915,61.7418,134.5456,"Male"
"Japan",1979,58030.645,379.982,73.4321,59.4708,14.7338,6.2821,39.9715,144.0668,59.995,131.5372,"Male"
"Japan",1980,58457.797,397.772,73.3827,59.3817,14.5765,6.0957,38.8891,142.5359,58.6027,130.4422,"Male"
"Japan",1981,58778.16,395.636,73.8073,59.7612,14.8754,6.2568,37.314,139.2391,56.3123,127.7075,"Male"
"Japan",1982,59018.228,392.585,74.2609,60.1611,15.2363,6.5168,36.064,136.3354,54.9808,125.4891,"Male"
"Japan",1983,59242.116,409.029,74.2386,60.0813,15.2471,6.4208,36.0763,138.7786,55.8404,128.6404,"Male"
"Japan",1984,59450.618,410.128,74.5988,60.4122,15.5005,6.5632,34.5818,135.241,53.6001,125.4716,"Male"
"Japan",1985,59664.403,415.739,74.8927,60.6451,15.6107,6.6135,32.9622,131.0834,51.4872,122.0191,"Male"
"Japan",1986,59922.662,414.671,75.2728,61.001,15.9109,6.7817,31.9472,128.3254,50.0539,119.5749,"Male"
"Japan",1987,60202.025,414.634,75.6473,61.3483,16.1664,6.9306,30.9797,123.9746,47.6094,115.551,"Male"
"Japan",1988,60459.19,433.717,75.5862,61.2556,16.02,6.7635,30.4863,122.3269,46.9997,114.2588,"Male"
"Japan",1989,60683.514,431.521,75.9681,61.6099,16.2906,6.9904,29.401,118.3872,45.5214,110.6464,"Male"
"Japan",1990,60899.138,448,75.9416,61.6033,16.2466,6.915,29.3712,116.8335,45.0536,108.8481,"Male"
"Japan",1991,61128.044,453.173,76.1602,61.7803,16.3855,7.0301,28.294,114.7741,44.5091,107.2961,"Male"
"Japan",1992,61350.858,469.95,76.1313,61.7814,16.3848,7.0551,28.5846,114.357,44.318,106.5102,"Male"
"Japan",1993,61555.194,482.285,76.2664,61.8824,16.4385,7.1111,27.5458,112.2478,43.534,104.802,"Male"
"Japan",1994,61755.721,482.892,76.5862,62.22,16.6871,7.288,27.5741,108.9027,42.6632,101.2499,"Male"
"Japan",1995,61926.269,509.137,76.4159,62.0375,16.5177,7.1613,27.8961,109.9102,43.0652,102.3727,"Male"
"Japan",1996,62055.719,496.497,77.0329,62.5895,16.9787,7.5611,26.0679,105.369,41.6766,98.6668,"Male"
"Japan",1997,62178.032,506.535,77.242,62.7622,17.0754,7.5955,25.2502,103.7668,40.7946,97.5033,"Male"
"Japan",1998,62293.455,522.42,77.2109,62.7446,17.1855,7.7096,26.7016,107.1395,43.1226,100.7195,"Male"
"Japan",1999,62391.628,546.526,77.1706,62.665,17.0899,7.5751,26.2446,107.6398,43.3044,101.6992,"Male"
"Japan",2000,62477.07,539.232,77.6818,63.1562,17.4927,7.8763,25.1148,104.0636,41.4945,98.3783,"Male"
"Japan",2001,62563.109,542.099,78.014,63.4558,17.7329,8.0475,24.4229,101.965,40.9001,96.6907,"Male"
"Japan",2002,62641.633,549.364,78.2831,63.7073,17.9155,8.1525,23.5447,100.0954,40.0077,95.0361,"Male"
"Japan",2003,62699.19,567.47,78.3233,63.7256,17.978,8.1543,23.5938,100.6804,40.9193,95.8864,"Male"
"Japan",2004,62734.682,573.585,78.6085,64.016,18.1757,8.2842,23.1056,97.5184,39.6332,92.662,"Male"
"Japan",2005,62743.998,603.234,78.4957,63.9045,18.0619,8.1077,23.2229,97.5636,39.6908,92.6801,"Male"
"Japan",2006,62747.823,601.691,78.9171,64.3047,18.3581,8.3117,22.1677,93.7474,38.3455,89.1255,"Male"
"Japan",2007,62759.244,613.315,79.101,64.4694,18.4566,8.3429,21.6006,91.5791,37.5566,87.1924,"Male"
"Japan",2008,62759.005,629.468,79.2099,64.5715,18.4965,8.3214,21.3268,89.6695,36.6418,85.3558,"Male"
"Japan",2009,62742.753,629.763,79.511,64.8578,18.7685,8.4823,21.0332,88.531,36.4877,84.4132,"Male"
"Japan",2010,62706.098,654.639,79.5115,64.8579,18.7004,8.3644,20.8278,86.9347,35.6587,82.8004,"Male"
"Japan",2011,62641.616,678.4,79.4059,64.7825,18.6641,8.3521,22.0024,87.8111,36.4106,83.2772,"Male"
"Japan",2012,62548.782,677.794,79.9034,65.2265,18.8561,8.4232,19.4662,80.898,33.2352,77.0314,"Male"
"Japan",2013,62437.886,681.082,80.1731,65.4855,19.0438,8.5509,18.8679,78.8093,32.2582,75.0819,"Male"
"Japan",2014,62311.51,683.513,80.4483,65.7622,19.2304,8.7187,18.5933,76.3559,31.2222,72.5998,"Male"
"Japan",2015,62204.439,689.662,80.7213,66.0207,19.3866,8.8044,17.5821,73.7569,29.8165,70.1854,"Male"
"Japan",2016,62146.727,698.922,80.9325,66.2125,19.5214,8.9035,17.0417,72.0604,29.0497,68.7245,"Male"
"Japan",2017,62094.983,715.947,81.0612,66.3362,19.5496,8.9357,16.5797,69.8959,28.2046,66.6081,"Male"
"Japan",2018,62016.416,726.149,81.2152,66.4903,19.6637,9.0411,16.2649,68.5835,27.3685,65.3004,"Male"
"Japan",2019,61908.356,735.299,81.365,66.6403,19.7812,9.1487,15.9993,67.6609,26.8723,64.3839,"Male"
"Japan",2020,61704.209,735.039,81.5782,66.8306,19.9908,9.3661,16.1371,67.5212,27.4269,64.5243,"Male"
"Japan",2021,61379.113,764.923,81.4988,66.7523,19.882,9.2594,16.0093,67.3254,26.8918,64.3091,"Male"
"Japan",2022,61026.469,828.927,81.0598,66.3087,19.4479,8.8924,15.91,67.99,27.2667,65.0167,"Male"
"Japan",2023,60699.976,786.567,81.6877,66.9342,19.9807,9.2716,15.4589,64.9919,26.0374,62.0563,"Male"
"United Kingdom",1950,24099.876,301.096,66.2395,54.3456,11.9027,5.01,85.4055,247.623,89.2712,211.3899,"Male"
"United Kingdom",1951,24210.725,323.44,65.7138,53.8187,11.3108,4.7154,83.611,252.2063,87.0281,215.9432,"Male"
"United Kingdom",1952,24261.448,296.523,66.8325,54.7614,11.9416,5.1077,77.8756,236.749,80.4125,202.4759,"Male"
"United Kingdom",1953,24385.642,296.896,67.1167,54.9274,11.9539,5.1653,73.9651,230.7094,76.8838,197.7003,"Male"
"United Kingdom",1954,24510.689,298.222,67.4143,55.0347,11.9544,5.1297,69.6039,226.2743,74.7304,195.499,"Male"
"United Kingdom",1955,24630.371,305.421,67.3736,54.9513,11.8098,5.0142,68.8509,224.7338,74.0362,194.3557,"Male"
"United Kingdom",1956,24753.909,306.331,67.5864,55.0619,11.8102,5.0443,65.8085,220.6591,71.9875,191.4583,"Male"
"United Kingdom",1957,24893.429,305.116,67.6096,55.0639,11.9606,5.3032,66.3376,222.8201,72.7945,193.8965,"Male"
"United Kingdom",1958,25046.605,309.407,67.7921,55.1581,11.8763,5.1465,63.7054,217.8026,70.6967,189.8477,"Male"
"United Kingdom",1959,25207.485,309.144,67.9209,55.227,11.9681,5.2611,63.3001,215.8816,70.4829,188.6071,"Male"
"United Kingdom",1960,25379.668,307.757,68.0376,55.3868,12.1127,5.3739,63.9378,214.0295,70.5759,186.2261,"Male"
"United Kingdom",1961,25575.997,320.686,67.8122,55.1001,11.8463,5.2222,63.3436,215.1805,71.5327,188.047,"Male"
"United Kingdom",1962,25800.923,324.453,67.8246,55.1267,11.823,5.1963,62.837,214.5676,70.5387,187.2509,"Male"
"United Kingdom",1963,26013.751,333.172,67.7129,54.9542,11.6944,5.0729,62.2364,216.2148,71.7091,189.6126,"Male"
"United Kingdom",1964,26201.765,315.379,68.4101,55.5561,12.2997,5.5759,60.9106,209.6403,71.1984,184.2216,"Male"
"United Kingdom",1965,26378.631,324.48,68.3618,55.4248,12.1241,5.467,59.5145,208.4732,71.1798,183.936,"Male"
"United Kingdom",1966,26536.696,331.718,68.282,55.3344,11.9899,5.3484,59.4614,208.658,71.1705,184.2297,"Male"
"United Kingdom",1967,26683.032,317.464,68.9335,55.882,12.354,5.6511,55.8961,200.1261,67.9232,176.8791,"Male"
"United Kingdom",1968,26811.134,335.527,68.5631,55.5506,11.9527,5.3522,55.4502,202.7677,67.5223,179.033,"Male"
"United Kingdom",1969,26915.768,339.584,68.466,55.392,11.9325,5.5336,55.1402,205.4355,70.2412,182.4821,"Male"
"United Kingdom",1970,27026.057,336.134,68.6956,55.6182,12.0952,5.5702,54.8707,203.1397,68.1842,180.2717,"Male"
"United Kingdom",1971,27154.561,330.222,69.0448,55.9188,12.3248,5.6054,53.8728,198.484,67.8487,176.1379,"Male"
"United Kingdom",1972,27259.731,344.251,68.8351,55.623,12.0368,5.4385,52.9426,200.5792,67.9978,179.2463,"Male"
"United Kingdom",1973,27321.181,340.343,69.0105,55.7749,12.21,5.4894,53.4112,200.1274,68.7803,179.1232,"Male"
"United Kingdom",1974,27349.514,338.916,69.222,55.9441,12.2937,5.5085,51.6523,196.5547,67.1679,176.0555,"Male"
"United Kingdom",1975,27357.972,336.687,69.5072,56.1358,12.3778,5.5219,49.8755,190.796,65.2724,171.3123,"Male"
"United Kingdom",1976,27353.407,343.449,69.525,56.0527,12.291,5.4065,48.5879,190.0883,64.2436,171.8011,"Male"
"United Kingdom",1977,27338.251,331.564,69.9948,56.4789,12.6283,5.6839,46.9453,184.6883,62.5389,166.9418,"Male"
"United Kingdom",1978,27335.44,338.025,69.9369,56.3791,12.5776,5.6352,47.4959,185.7051,63.3636,168.4483,"Male"
"United Kingdom",1979,27359.668,340.982,70.0604,56.454,12.6027,5.5838,45.9847,185.2448,62.1639,168.5815,"Male"
"United Kingdom",1980,27391.943,333.796,70.5145,56.8279,12.8331,5.6825,43.6375,177.5355,59.4214,161.7859,"Male"
"United Kingdom",1981,27397.184,330.484,70.8502,57.0794,12.9677,5.7227,41.6759,172.5783,58.066,157.8032,"Male"
"United Kingdom",1982,27385.026,331.448,71.0324,57.2248,12.9898,5.7073,40.8451,168.0843,56.2935,153.717,"Male"
"United Kingdom",1983,27431.045,330.163,71.2725,57.3978,13.0915,5.7693,39.3456,163.5863,55.5949,149.9766,"Male"
"United Kingdom",1984,27513.248,322.133,71.6778,57.7583,13.3791,5.9475,38.361,158.288,54.1488,145.2115,"Male"
"United Kingdom",1985,27576.015,332.51,71.6118,57.6663,13.1809,5.7569,37.6615,156.445,53.3161,143.6286,"Male"
"United Kingdom",1986,27631.804,328.085,71.8185,57.8724,13.3659,5.899,38.0234,154.0341,53.3256,141.2789,"Male"
"United Kingdom",1987,27708.386,319.178,72.2112,58.2409,13.6508,6.121,37.8153,149.9923,52.3121,137.518,"Male"
"United Kingdom",1988,27646.987,319.804,72.3402,58.3706,13.7449,6.1312,38.2594,147.2862,52.8332,134.7708,"Male"
"United Kingdom",1989,27575.968,324.14,72.5791,58.5505,13.7746,6.0458,37.5237,142.3306,51.9329,130.512,"Male"
"United Kingdom",1990,27664.153,318.671,72.8411,58.7661,14.0018,6.2533,37.9313,140.5306,52.6248,129.2851,"Male"
"United Kingdom",1991,27749.339,318.618,73.0805,58.9485,14.0827,6.2483,36.6941,137.392,51.9424,126.8174,"Male"
"United Kingdom",1992,27863.357,312.73,73.5118,59.278,14.3027,6.397,34.6458,132.0584,50.3388,122.7213,"Male"
"United Kingdom",1993,27968.594,322.254,73.441,59.1861,14.1628,6.2161,34.2419,131.7039,49.9209,122.5985,"Male"
"United Kingdom",1994,28039.744,307.612,73.9951,59.7157,14.6084,6.5055,34.2525,126.8896,49.5598,118.1034,"Male"
"United Kingdom",1995,28123.607,315.071,73.9242,59.6352,14.539,6.3796,34.571,127.4132,50.6901,118.747,"Male"
"United Kingdom",1996,28207.267,309.462,74.2186,59.9289,14.7943,6.4967,34.3488,125.6137,50.3198,116.9915,"Male"
"United Kingdom",1997,28290.242,304.526,74.5656,60.2407,15.0134,6.5947,33.3369,122.5328,49.3221,114.3296,"Male"
"United Kingdom",1998,28387.844,304.473,74.7136,60.3817,15.1467,6.6574,33.2791,121.7252,49.4362,113.6296,"Male"
"United Kingdom",1999,28503.859,305.169,74.8708,60.5391,15.2434,6.6875,33.1529,120.4592,48.8372,112.379,"Male"
"United Kingdom",2000,28628.84,294.915,75.3764,61.0061,15.6455,6.8626,32.2744,116.0608,48.2758,108.4558,"Male"
"United Kingdom",2001,28764.271,291.311,75.6917,61.3079,15.9096,6.9608,31.7521,114.6369,48.1711,107.2157,"Male"
"United Kingdom",2002,28909.403,292.431,75.8434,61.4647,16.037,6.9937,31.2872,113.3787,47.7998,105.9023,"Male"
"United Kingdom",2003,29065.91,293.319,76.0586,61.6593,16.1614,6.9818,30.1442,111.0001,46.3323,103.7808,"Male"
"United Kingdom",2004,29255.355,282.24,76.6197,62.2039,16.5778,7.2696,28.961,106.5536,44.5855,99.5496,"Male"
"United Kingdom",2005,29481.318,280.908,76.896,62.4859,16.7895,7.3495,28.1639,104.5048,43.6488,97.4491,"Male"
"United Kingdom",2006,29723.956,278.227,77.1034,62.6868,17.0967,7.5154,29.6117,106.2143,45.149,99.2524,"Male"
"United Kingdom",2007,29985.226,278.353,77.3391,62.921,17.2607,7.5932,29.3501,104.5148,44.1746,97.5845,"Male"
"United Kingdom",2008,30250.598,280.024,77.5346,63.0867,17.3993,7.6566,28.9428,103.2517,44.7193,96.6997,"Male"
