"Location","Time","TPopulation1July","Deaths","LEx","LE15","LE65","LE80","Q0040","Q0060","Q1550","Q1560","Gender"
"Germany",2016,40841.79,452.167,78.3809,63.7999,17.8747,7.991,19.7864,94.9409,33.9406,89.9632,"Male"
"Germany",2017,41022.496,461.856,78.559,63.9344,17.8783,7.9814,18.7084,90.9779,32.5582,86.5167,"Male"
"Germany",2018,41163.696,474.262,78.5103,63.8958,17.8712,8.0236,18.7477,91.4959,32.7033,86.9003,"Male"
"Germany",2019,41261.516,470.12,78.827,64.2145,18.0806,8.2339,18.4533,88.2194,32.2002,83.6072,"Male"
"Germany",2020,41291.235,496.737,78.5967,63.9433,17.8367,8.0481,18.1692,89.1313,32.6646,84.9991,"Male"
"Germany",2021,41319.353,493.067,78.5542,63.9088,18.0026,8.6359,18.601,93.1121,34.3077,88.8978,"Male"
"Germany",2022,41511.584,543.991,78.0766,63.4734,17.6104,7.9312,19.6754,95.7167,35.1441,90.9746,"Male"
"Germany",2023,41745.842,517.674,79.0169,64.3749,18.1764,8.2424,17.0856,86.1841,30.6521,81.9286,"Male"
"Canada",1950,6966.37,70.178,66.1531,55.5056,13.3025,5.9354,105.6937,254.5441,94.5835,204.1244,"Male"
"Canada",1951,7131.348,70.965,66.4353,55.4807,13.3575,5.9435,102.9939,253.7056,94.6106,206.9686,"Male"
"Canada",1952,7335.754,72.711,66.3278,55.5166,13.5252,6.103,105.8926,257.8115,95.5065,209.6288,"Male"
"Canada",1953,7550.878,73.584,66.6827,55.6726,13.5179,6.1152,101.697,250.7557,93.324,204.6654,"Male"
"Canada",1954,7766.32,72.375,67.5447,56.211,13.7045,6.2504,92.411,236.0216,85.3466,193.4603,"Male"
"Canada",1955,7973.427,74.865,67.5128,56.0886,13.476,6.1372,91.0009,233.9005,84.7336,192.2495,"Male"
"Canada",1956,8191.28,76.495,67.5076,56.047,13.4976,6.1106,91.5465,235.0185,85.8495,193.8876,"Male"
"Canada",1957,8433.451,79.593,67.292,55.7199,13.4088,6.1227,91.08,239.8356,89.426,200.127,"Male"
"Canada",1958,8664.738,78.589,67.9018,56.1207,13.6,6.2338,84.9802,233.179,84.9441,195.8925,"Male"
"Canada",1959,8869.04,80.711,67.9862,56.025,13.4342,6.1637,83.3964,229.5438,85.3009,194.1537,"Male"
"Canada",1960,9055.79,81.164,68.224,56.1635,13.5739,6.2666,81.2842,227.1194,84.8984,192.8956,"Male"
"Canada",1961,9229.083,81.976,68.4023,56.2474,13.5879,6.3037,79.2124,223.8333,83.323,190.6891,"Male"
"Canada",1962,9393.272,83.093,68.4497,56.276,13.6376,6.3065,79.647,224.029,83.1488,191.1341,"Male"
"Canada",1963,9557.338,85.115,68.423,56.1695,13.5374,6.1934,78.7845,223.7677,83.7079,191.7567,"Male"
"Canada",1964,9725.667,84.946,68.6343,56.212,13.6858,6.3803,76.3153,221.3834,84.8434,191.3605,"Male"
"Canada",1965,9898.088,86.182,68.7665,56.1595,13.565,6.2733,74.2501,219.9703,83.9003,192.0395,"Male"
"Canada",1966,10074.526,86.897,68.775,56.1542,13.6314,6.3125,75.0783,221.3537,85.0813,193.6055,"Male"
"Canada",1967,10246.866,87.378,68.9259,56.2363,13.7282,6.4569,73.1722,219.9908,85.5021,193.0327,"Male"
"Canada",1968,10404.267,88.64,69.0928,56.2854,13.6135,6.3432,71.4319,215.2998,84.6055,189.6524,"Male"
"Canada",1969,10548.758,89.509,69.1637,56.324,13.687,6.4404,71.9077,215.4979,84.7336,190.2275,"Male"
"Canada",1970,10751.24,90.074,69.3311,56.4542,13.7618,6.5391,69.5722,212.0674,82.8187,187.177,"Male"
"Canada",1971,10986.974,90.905,69.6223,56.592,13.8858,6.4846,67.7223,209.4341,83.8454,186.3393,"Male"
"Canada",1972,11152.143,93.687,69.4736,56.3979,13.7764,6.4732,69.8033,210.5675,85.9958,187.9488,"Male"
"Canada",1973,11284.037,94.672,69.6688,56.4219,13.8677,6.4498,67.7123,210.1844,86.4253,189.6118,"Male"
"Canada",1974,11432.176,96.197,69.7325,56.4494,13.837,6.4708,67.0852,208.34,86.1238,188.1517,"Male"
"Canada",1975,11585.33,96.425,69.998,56.6713,13.9745,6.5042,65.7292,204.5924,83.9828,184.9141,"Male"
"Canada",1976,11726.9,96.684,70.3823,56.9111,14.0186,6.5424,60.1627,199.0447,80.2102,181.025,"Male"
"Canada",1977,11850.82,96.543,70.6324,57.0641,14.2291,6.7765,60.1898,196.6051,81.0192,179.7299,"Male"
"Canada",1978,11961.423,96.789,70.9129,57.3424,14.3544,6.7721,58.8208,192.9449,77.2621,176.055,"Male"
"Canada",1979,12078.91,96.286,71.3077,57.6301,14.5377,6.911,56.7951,186.6738,76.5236,171.0134,"Male"
"Canada",1980,12217.879,97.275,71.5952,57.8821,14.4883,6.8301,54.4391,179.2266,72.303,163.9202,"Male"
"Canada",1981,12364.664,96.875,72.012,58.1853,14.6709,6.8802,51.6826,173.2121,70.8453,159.2249,"Male"
"Canada",1982,12503.088,98.118,72.2909,58.4163,14.6141,6.8725,47.941,166.4814,64.9825,153.0224,"Male"
"Canada",1983,12629.556,97.767,72.6883,58.7173,14.78,6.9657,46.3298,161.1458,63.4291,148.8194,"Male"
"Canada",1984,12748.594,97.924,73.0134,59.0028,14.9178,7,44.1071,154.2574,60.7654,142.3771,"Male"
"Canada",1985,12868.847,100.64,73.0323,58.9918,14.8365,6.8479,44.1855,153.6499,61.1035,142.1198,"Male"
"Canada",1986,13005.873,101.178,73.2276,59.1743,14.9607,6.9302,43.5932,151.2093,59.8445,139.8606,"Male"
"Canada",1987,13167.555,101.377,73.5099,59.435,15.1277,7.0291,43.605,146.8287,59.3932,135.6787,"Male"
"Canada",1988,13354.828,104.357,73.5675,59.4745,15.0548,6.8654,43.176,142.2104,58.2732,131.2246,"Male"
"Canada",1989,13565.162,104.424,73.8677,59.7448,15.2854,6.9389,42.7836,140.6133,57.7739,130.0596,"Male"
"Canada",1990,13771.971,104.306,74.2269,60.0693,15.5333,7.0607,41.8385,137.4563,57.4441,127.3062,"Male"
"Canada",1991,13953.619,106.033,74.4394,60.2099,15.576,7.0465,40.6436,134.037,57.0104,124.7367,"Male"
"Canada",1992,14116.848,106.585,74.6934,60.4405,15.7681,7.1238,40.2511,132.3736,56.3878,123.3702,"Male"
"Canada",1993,14272.577,110.168,74.6291,60.372,15.6559,7.0329,40.6152,132.5813,57.9529,123.6506,"Male"
"Canada",1994,14424.777,110.692,74.8665,60.6264,15.8111,7.081,39.5396,128.3549,55.7837,119.1874,"Male"
"Canada",1995,14574.744,112.453,75.0088,60.7217,15.8535,7.0764,39.3585,127.1088,56.133,118.5265,"Male"
"Canada",1996,14726.11,112.512,75.3743,61.037,15.9689,7.1267,36.4557,121.6913,52.7005,113.7005,"Male"
"Canada",1997,14872.768,113.068,75.6544,61.3203,16.083,7.1253,34.4406,117.4572,49.5123,109.3915,"Male"
"Canada",1998,15006.828,114.224,75.9044,61.5293,16.1386,7.1137,33.398,113.1317,48.3139,105.5715,"Male"
"Canada",1999,15140.415,114.976,76.1149,61.7533,16.3209,7.1701,32.6437,111.8447,47.857,104.1303,"Male"
"Canada",2000,15290.052,113.004,76.5814,62.1922,16.6831,7.4136,30.9687,108.276,45.5691,100.9263,"Male"
"Canada",2001,15456.258,113.363,76.8468,62.4718,16.9241,7.5056,30.8806,106.883,45.1395,99.4055,"Male"
"Canada",2002,15620.156,114.762,77.0715,62.6983,17.0377,7.5687,29.5523,104.37,43.4001,96.8532,"Male"
"Canada",2003,15770.774,116.52,77.2163,62.837,17.1983,7.6399,29.9405,104.3164,44.0981,96.8984,"Male"
"Canada",2004,15918.83,116.254,77.5766,63.1631,17.4726,7.7922,29.0585,101.6803,42.8834,94.6921,"Male"
"Canada",2005,16073.49,117.868,77.7124,63.344,17.6326,7.8585,30.0371,101.8675,43.4001,94.348,"Male"
"Canada",2006,16232.824,117.144,78.1473,63.739,17.9577,8.0317,28.7282,98.828,42.1653,91.8086,"Male"
"Canada",2007,16396.809,120.678,78.176,63.7726,17.9688,8.0786,28.6889,98.8365,41.4274,91.7632,"Male"
"Canada",2008,16572.555,122.62,78.4019,63.996,18.1181,8.0894,27.5717,96.9515,39.8349,89.9085,"Male"
"Canada",2009,16759.24,122.362,78.7859,64.3368,18.3698,8.2797,26.5322,94.2398,39.4123,87.7308,"Male"
"Canada",2010,16943.012,122.576,79.1079,64.6807,18.6632,8.4192,26.5308,92.1438,38.3743,85.4107,"Male"
"Canada",2011,17123.509,124.187,79.335,64.9036,18.8071,8.5479,26.0249,89.5986,37.4218,82.9012,"Male"
"Canada",2012,17311.929,126.233,79.559,65.0796,18.9691,8.6357,25.2077,88.5795,36.9308,82.4701,"Male"
"Canada",2013,17502.586,128.69,79.6955,65.2514,19.1067,8.7636,25.1288,87.7125,36.2468,81.1939,"Male"
"Canada",2014,17674.847,132.734,79.7234,65.2477,19.1331,8.7895,25.7823,87.5487,37.3159,81.4052,"Male"
"Canada",2015,17837.661,135.351,79.8453,65.3689,19.2699,8.8487,26.1439,87.3491,37.5855,81.203,"Male"
"Canada",2016,18032.655,137.333,79.9489,65.4606,19.4617,9.0533,27.2734,88.7904,39.3259,82.7912,"Male"
"Canada",2017,18263.59,143.673,79.7607,65.2753,19.4149,8.9678,30.0992,91.8099,42.5387,85.8038,"Male"
"Canada",2018,18514.929,147.242,79.8101,65.3377,19.5024,9.0436,29.7882,92.1635,42.3376,86.0049,"Male"
"Canada",2019,18766.224,147.593,80.1733,65.6916,19.7024,9.1918,28.3612,88.6801,40.2957,82.6444,"Male"
"Canada",2020,18964.448,161.005,79.4062,64.9168,19.4176,8.9758,32.7532,100.2171,48.4471,94.2755,"Male"
"Canada",2021,19105.377,163.759,79.6087,65.1217,19.5825,9.1082,29.6797,98.3213,43.8209,92.3638,"Male"
"Canada",2022,19282.356,183.835,78.5015,63.9902,19.174,8.857,31.493,114.6975,49.376,109.0512,"Male"
"Canada",2023,19515.575,162.239,80.4268,65.921,20.0335,9.3566,27.6969,89.8677,40.2481,84.1445,"Male"
"United States of America",1950,76584.084,840.598,65.3972,53.6116,12.7712,5.9157,99.5532,287.4527,116.753,251.4257,"Male"
"United States of America",1951,77634.92,855.039,65.4113,53.6209,12.7926,5.953,99.6652,288.168,116.2494,252.2337,"Male"
"United States of America",1952,78695.241,860.035,65.545,53.7298,12.9378,6.0698,99.2858,286.5779,115.9223,250.9164,"Male"
"United States of America",1953,79779.223,868.248,65.7957,53.844,12.9031,6.0116,95.6035,280.8043,113.1508,246.5288,"Male"
"United States of America",1954,80906.61,843.325,66.5729,54.4724,13.1901,6.2586,90.1007,267.1799,106.6531,234.3911,"Male"
"United States of America",1955,82071.569,863.301,66.5803,54.3989,13.051,6.1257,89.0059,265.7258,106.1526,233.7937,"Male"
"United States of America",1956,83255.23,880.369,66.6096,54.38,13.0277,6.0796,88.0737,264.8348,105.6072,233.4412,"Male"
"United States of America",1957,84458.625,912.571,66.363,54.1302,12.8624,6.0191,88.6314,268.2395,106.7603,236.8831,"Male"
"United States of America",1958,85681.479,914.232,66.6033,54.3526,12.9275,6.0196,86.5717,263.8668,103.9063,232.6666,"Male"
"United States of America",1959,87033.291,916.296,66.7524,54.4698,13.0374,6.0922,85.9981,262.7635,103.6553,231.9219,"Male"
"United States of America",1960,88501.208,949.383,66.6169,54.3022,12.8902,6.0259,85.4543,263.7619,104.2378,233.2879,"Male"
"United States of America",1961,90003.743,944.258,67.0392,54.617,13.0568,6.093,82.527,256.053,101.5284,226.6886,"Male"
"United States of America",1962,91507.593,978.233,66.8799,54.4294,12.9233,6.0077,82.9688,258.839,102.7944,229.8375,"Male"
"United States of America",1963,92938.871,1017.152,66.6342,54.1723,12.7496,5.9129,84.0157,262.3825,104.6318,233.5486,"Male"
"United States of America",1964,94314.184,1013.585,66.8204,54.3296,12.9945,6.1072,84.784,260.7794,105.7682,232.275,"Male"
"United States of America",1965,95605.888,1036.422,66.8027,54.2412,12.9098,6.0404,84.1116,260.717,105.9202,233.0041,"Male"
"United States of America",1966,96781.615,1060.441,66.6912,54.0743,12.8512,6.0446,84.9219,263.6795,108.2418,236.6388,"Male"
"United States of America",1967,97869.015,1059.515,66.9351,54.2205,12.9855,6.1454,84.2282,260.8112,108.5539,234.858,"Male"
"United States of America",1968,98896.556,1106.115,66.5522,53.821,12.7575,6.0554,86.6913,266.7184,112.5209,240.9852,"Male"
"United States of America",1969,99917.333,1102.896,66.7702,53.9737,12.9184,6.1536,86.8691,264.4891,113.4611,239.496,"Male"
"United States of America",1970,101039.894,1102.185,67.016,54.1642,13.0414,6.2905,84.8968,261.373,111.6685,236.9897,"Male"
"United States of America",1971,102281.515,1101.744,67.3885,54.3711,13.1135,6.2796,82.1859,254.786,109.5962,232.175,"Male"
"United States of America",1972,103472.552,1117.439,67.4161,54.3176,13.044,6.2698,80.7054,253.7407,109.5606,232.0138,"Male"
"United States of America",1973,104535.434,1116.2,67.618,54.4866,13.128,6.2487,80.412,249.9105,108.5984,228.4882,"Male"
"United States of America",1974,105552.981,1090.083,68.1851,54.9899,13.384,6.3893,76.5961,240.5581,103.8704,219.8062,"Male"
"United States of America",1975,106561.458,1066.784,68.7214,55.424,13.6547,6.5815,73.7278,232.3487,100.2337,212.721,"Male"
"United States of America",1976,107563.934,1066.905,69.0766,55.7089,13.7297,6.5584,70.0279,225.5429,96.2569,206.6513,"Male"
"United States of America",1977,108594.311,1058.634,69.4109,55.9803,13.9343,6.6828,69.4995,220.8134,95.0451,202.6106,"Male"
"United States of America",1978,109649.526,1065.165,69.6189,56.1384,14.0007,6.6694,68.4091,216.6717,93.4328,198.9981,"Male"
"United States of America",1979,110728.561,1053.289,70.0081,56.4689,14.2466,6.8251,67.6323,212.0888,92.2989,195.1037,"Male"
"United States of America",1980,111868.341,1083.495,69.9815,56.3991,14.113,6.6728,67.2554,211.4865,91.7814,194.983,"Male"
"United States of America",1981,113077.216,1073.191,70.4055,56.742,14.296,6.7773,64.1073,205.8287,89.0708,190.2435,"Male"
"United States of America",1982,114340.79,1067.253,70.8014,57.1004,14.4184,6.8745,61.1671,198.3549,84.5597,183.1596,"Male"
"United States of America",1983,115628.095,1083.845,70.9657,57.2156,14.365,6.7829,58.6154,194.3654,81.6348,179.7053,"Male"
"United States of America",1984,116905.066,1090.13,71.1191,57.3389,14.4767,6.8196,58.5511,192.229,81.6715,177.915,"Male"
"United States of America",1985,118165.095,1113.542,71.0775,57.3035,14.4481,6.7484,59.4631,192.4626,82.5618,178.0712,"Male"
"United States of America",1986,119380.432,1120.964,71.1439,57.3369,14.5666,6.8144,62.1722,191.9329,85.3283,177.9149,"Male"
"United States of America",1987,120561.148,1125.616,71.3124,57.4919,14.6802,6.8643,61.8178,190.0659,84.8709,176.2031,"Male"
"United States of America",1988,121756.581,1145.09,71.3183,57.4864,14.7047,6.8016,62.8497,189.9529,86.4527,176.2278,"Male"
"United States of America",1989,122974.451,1133.634,71.5997,57.763,14.9747,6.9801,63.0371,188.4123,86.8271,174.7766,"Male"
"United States of America",1990,124454.591,1132.945,71.8499,57.9549,15.1282,7.0536,62.6855,185.0328,86.6902,172.0819,"Male"
"United States of America",1991,126148.545,1140.429,72.032,58.1045,15.2455,7.0882,62.0516,183.1757,86.8545,170.5903,"Male"
"United States of America",1992,127823.604,1140.785,72.324,58.3294,15.4032,7.1658,60.3104,180.2423,86.5258,168.4476,"Male"
"United States of America",1993,129451.062,1180.264,72.1706,58.1654,15.2917,7.0179,61.3446,181.9385,88.1594,170.2584,"Male"
"United States of America",1994,130984.222,1180.982,72.3882,58.3456,15.4725,7.0923,60.7277,180.2622,88.4511,169.0294,"Male"
"United States of America",1995,132463.414,1191.033,72.5842,58.5,15.5424,7.0963,59.1138,177.769,87.5939,167.0077,"Male"
"United States of America",1996,133910.205,1181.354,73.0711,58.9571,15.6451,7.1249,53.7464,168.4513,80.4033,158.0046,"Male"
"United States of America",1997,135340.32,1171.518,73.5429,59.4105,15.7464,7.1514,49.3938,159.6998,74.0084,149.4403,"Male"
"United States of America",1998,136804.691,1174.39,73.8087,59.666,15.8446,7.183,47.3099,155.699,71.5791,145.5614,"Male"
"United States of America",1999,138287.056,1192.9,73.9204,59.7617,15.8743,7.1382,46.2812,154.7028,70.8732,144.7664,"Male"
"United States of America",2000,139793.344,1195.307,74.118,59.9442,16.0505,7.2058,45.9576,153.6377,71.0776,143.8936,"Male"
"United States of America",2001,141301.834,1200.038,74.2647,60.0641,16.2219,7.302,46.703,153.7322,72.303,144.3301,"Male"
"United States of America",2002,142763.164,1216.725,74.3467,60.1522,16.3271,7.3103,46.5498,153.8416,72.1545,144.3814,"Male"
"United States of America",2003,144234.114,1219.881,74.5272,60.338,16.5184,7.4229,46.3301,153.418,71.9132,143.9192,"Male"
"United States of America",2004,145730.664,1200.544,74.9605,60.7552,16.8568,7.6236,45.4054,149.8471,69.9994,140.5568,"Male"
"United States of America",2005,147251.218,1228.352,74.9502,60.7543,16.9153,7.6201,46.1109,151.316,70.7338,141.9394,"Male"
"United States of America",2006,148811.484,1223.421,75.2351,61.0197,17.1836,7.7873,46.3879,150.2039,70.5851,141.0895,"Male"
"United States of America",2007,150417.936,1225.98,75.5072,61.2978,17.3748,7.9086,45.5579,147.7699,68.7058,138.595,"Male"
"United States of America",2008,152028.632,1250.145,75.6437,61.4046,17.3974,7.9203,44.0502,145.6466,66.8134,136.8187,"Male"
"United States of America",2009,153598.884,1241.972,76.0146,61.7544,17.6846,8.1282,42.5397,143.5433,65.1415,134.9781,"Male"
"United States of America",2010,155157.146,1258.423,76.2439,61.9457,17.7508,8.1463,41.1526,140.0094,63.0544,131.8758,"Male"
"United States of America",2011,156786.614,1282.753,76.3208,62.0113,17.8415,8.1842,41.3069,140.1478,63.0544,132.1449,"Male"
"United States of America",2012,158465.878,1297.499,76.4446,62.1277,17.9601,8.2782,41.0674,139.2274,62.2483,131.32,"Male"
"United States of America",2013,160131.142,1327.965,76.4462,62.1243,17.9647,8.2985,40.9045,139.1329,62.2014,131.2853,"Male"
"United States of America",2014,161794.258,1347.985,76.5014,62.1663,18.0727,8.4161,41.5093,139.5724,62.717,131.8758,"Male"
"United States of America",2015,163455.402,1391.755,76.3343,62.0059,18.0453,8.4007,43.9119,142.0811,65.2443,134.3118,"Male"
"United States of America",2016,165136.242,1418.212,76.2343,61.9008,18.1793,8.5484,47.281,146.2149,69.6831,138.5347,"Male"
"United States of America",2017,166798.058,1456.698,76.1855,61.8467,18.1659,8.5257,48.0719,146.8896,70.9196,139.258,"Male"
"United States of America",2018,168358.724,1476.858,76.335,61.9847,18.2352,8.6257,46.5862,145.0196,69.6366,137.5262,"Male"
"United States of America",2019,169847.31,1495.895,76.4542,62.0941,18.3355,8.6876,46.6629,144.1988,70.0552,136.8186,"Male"
"United States of America",2020,170710.103,1801.403,74.3388,59.9394,17.0832,7.8878,55.4986,169.8915,86.3156,162.9578,"Male"
"United States of America",2021,171036.807,1879.306,73.62,59.2378,17.1,8.0549,61.1572,187.8158,97.6025,180.7705,"Male"
"United States of America",2022,171672.742,1709.099,75.3309,60.9423,17.9844,8.5361,51.966,164.4402,79.5433,157.4497,"Male"
"United States of America",2023,172588.71,1577.361,76.8638,62.4731,18.673,8.8651,45.527,142.0416,68.5857,135.0406,"Male"
